Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL,Date
Alimentació,Conserves i plats preparats,Conserves vegetals,Tomàquet,Tomàquet trossejat,BONPREU Tomàquet trossejat,"0,63 €",0.39kg,"(1,62 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/32810/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofes,"1,69 €",0.165kg,"(10,24 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/57856/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Carxofes amanides,"1,59 €",0.125kg,"(12,72 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/18131/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofa a quarts,"1,43 €",0.24kg,"(5,96 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/58144/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofa sencers,"1,59 €",0.24kg,"(6,63 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/37142/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofes,"1,49 €",0.24kg,"(6,21 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/58244/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,DANTZA Cors de carxofa D.O Tudela,"5,99 €",0.405kg,"(14,79 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/20618/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofa sencers,"2,55 €",0.165kg,"(15,45 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80949/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,BONPREU Cors de carxofa,"2,99 €",0.165kg,"(18,12 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/43827/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Carxofes,CYNARA Cors de carxofes al natural,"3,49 €",0.175kg,"(19,94 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/69677/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONDUELLE Pèsols extra fins,"2,56 €",0.465kg,"(5,51 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/01264/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONDUELLE Pèsols al natural,"2,79 €",3 x 0.14kg,"(6,64 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/60814/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONDUELLE Pèsols fins al natural,"1,49 €",0.25kg,"(5,96 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/05170/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONDUELLE Pèsols ecològics,"2,40 €",2 x 0.065kg,"(18,46 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/16401/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONPREU Pèsols al natural,"0,57 €",0.25kg,"(2,28 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/12966/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pèsols,BONPREU Pèsols al natural,"1,49 €",3 x 0.14kg,"(3,55 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/13587/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Mongetes verdes,BONDUELLE Mongetes tendres extrafines,"3,75 €",0.28kg,"(13,39 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/34008/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Mongetes verdes,BONPREU Mongetes tendres extra,"0,85 €",0.36kg,"(2,36 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82608/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Mongetes verdes,BONDUELLE Mongetes tendres trossos,"2,25 €",0.36kg,"(6,25 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/28273/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Remolatxa,BONPREU Remolatxa ratllada amb vinagre,"0,57 €",0.18kg,"(3,17 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80882/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Remolatxa,BONDUELLE Remolatxa en rodanxes,"1,89 €",0.305kg,"(6,20 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25629/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Remolatxa,BONPREU Remolatxa a rodanxes amb vinagre,"0,89 €",0.18kg,"(4,94 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80886/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pastanaga,BONPREU Pastanaga ratllada amb vinagre,"0,54 €",0.18kg,"(3,00 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80883/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pastanaga,BONDUELLE Pastanaga ratllada,"1,99 €",0.28kg,"(7,11 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25400/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pastanaga,RIOVERDE Pastanaga baby al vinagre,"1,15 €",0.2kg,"(5,75 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/10769/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Pastanaga,ARANCA Pastanaga,"1,29 €",0.22kg,"(5,86 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/55131/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Minestra de verdures,BONPREU Amanida mediterrània amb vinagre,"0,89 €",0.19kg,"(4,68 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/22702/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Minestra de verdures,BONPREU Amanida xinesa amb vinagre,"0,89 €",0.18kg,"(4,94 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/80879/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Minestra de verdures,BONPREU Minestra de verdures,"1,99 €",0.4kg,"(4,98 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25971/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Minestra de verdures,BONDUELLE Amanida mediterrània,"2,95 €",0.31kg,"(9,52 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/68731/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Combinats de llegums,BONPREU Ensalada russa,"0,89 €",0.4kg,"(2,23 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/13909/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Combinats de llegums,BONDUELLE Pèsols amb pastanaga,"2,85 €",3 x 0.13kg,"(7,31 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/86340/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Combinats de llegums,SAWOR'S Fesols negres a la mexicana,"1,97 €",0.4kg,"(4,93 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/30826/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Patates cuites de primera,"1,08 €",0.4kg,"(2,70 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82562/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Favetes fregides,"3,99 €",0.22kg,"(18,14 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82619/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Margallons al natural,"1,45 €",0.11kg,"(13,18 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/65688/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Brots germinats amb vinagre,"0,87 €",0.18kg,"(4,83 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80884/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Espinacs extra,"0,99 €",0.425kg,"(2,33 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82563/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Margallons naturals,"2,40 €",0.25kg,"(9,60 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/65687/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONDUELLE Brots germinats,"2,75 €",3 x 0.09kg,"(10,19 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/28809/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,RIOVERDE Alls suaus amb oli,"2,20 €",0.12kg,"(18,33 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/16633/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,ARANCA Faves baby,"2,20 €",0.425kg,"(5,18 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/37770/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Api ratllat amb vinagre,"0,71 €",0.18kg,"(3,94 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80881/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONDUELLE Faves baby fines,"1,85 €",0.265kg,"(6,98 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/65485/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Cards,"1,10 €",0.4kg,"(2,75 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80940/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Bledes,"1,00 €",0.425kg,"(2,35 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/13905/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,BONPREU Cols de Brussel·les mitjanes primera,"1,09 €",0.4kg,"(2,73 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82611/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,EMPERATRIZ Tomàquet sec eco amb oli d'oliva eco,"1,69 €",0.12kg,"(14,08 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/61262/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,DANI Bitxos picants,"1,99 €",0.185kg,"(10,76 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80649/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,FERRER Ceba caramel·litzada,"1,99 €",0.145kg,"(13,72 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/59559/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,SUSHI KING Gingebre,"2,39 €",0.145kg,"(16,48 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/60944/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,PETRÀS Tòfona,"3,29 €",0.1kg,"(32,90 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25771/details,02/11/2020
Alimentació,Conserves i plats preparats,Conserves vegetals,Altres conserves vegetals,Altres conserves vegetals,RIA Favetes mini baby fregides,"4,59 €",0.15kg,"(30,60 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/36362/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides d'anxova,"2,99 €",3 x 0.05kg,"(19,93 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/10985/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova,"1,79 €",0.15kg,"(11,93 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/27060/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,BONPREU Olives farcides anxova grosses,"1,19 €",0.15kg,"(7,93 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/10776/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,BONPREU Olives farcides d'anxova,"1,19 €",3 x 0.05kg,"(7,93 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80338/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides d'anxova,"1,78 €",0.15kg,"(11,87 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/54414/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova,"1,55 €",0.15kg,"(10,33 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/10980/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,BONPREU Olives reduïdes en sal,"0,73 €",0.13kg,"(5,62 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/11276/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides d'anxova,"1,69 €",0.15kg,"(11,27 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/10484/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides d'anxova més lleugeres,"1,69 €",0.15kg,"(11,27 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00362/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,ESPINALER Olives farcides d'anxova,"1,49 €",0.15kg,"(9,93 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/64518/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova baixes en sal,"1,31 €",0.13kg,"(10,08 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/10984/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova suaus,"2,32 €",3 x 0.017kg,"(45,49 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82386/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova,"3,89 €",0.345kg,"(11,28 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/10979/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,SERPIS Olives farcides de pebrot,"1,69 €",0.15kg,"(11,27 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/28569/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,TORREON Olives farcides d'anxova,"3,56 €",0.59kg,"(6,03 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/85248/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,EL XILLU Olives farcides amb anxova,"1,79 €",0.05kg,"(35,80 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00478/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides d'anxova,"2,32 €",3 x 0.05kg,"(15,47 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/30140/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives farcides amb xili,"2,55 €",3 x 0.05kg,"(17,00 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/18843/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA EXPLANADA Olives farcides d'anxova,"1,49 €",0.15kg,"(9,93 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/47418/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA SOTA Olives casablanca mix,"1,99 €",0.125kg,"(15,92 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/13677/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,BONPREU Olives farcides d'anxova,"2,15 €",3 x 0.05kg,"(14,33 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/62340/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives farcides,LA ESPAÑOLA Olives deluxe farcides d'anxova,"2,88 €",3 x 0.05kg,"(19,20 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/16772/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla amb pinyol,"1,46 €",0.5kg,"(2,92 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81200/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,MORBE Olives sevillanes sense pinyol,"0,55 €",0.07kg,"(7,86 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/22662/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla sabor anxova,"1,99 €",0.5kg,"(3,98 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81207/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla sense pinyol,"1,99 €",0.4kg,"(4,98 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81210/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla extra amb pinyol,"1,45 €",0.25kg,"(5,80 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/31307/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,BONPREU Olives manzanilla amb sabor anxova,"1,45 €",0.25kg,"(5,80 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/31308/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives manzanilla,MASROJANA Olives manzanilla amb pinyol,"1,69 €",0.21kg,"(8,05 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/19044/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,SERPIS Olives negres sense pinyol,"1,99 €",2 x 0.043kg,"(23,14 € per quilo)",SI,"Abans 2,29€",https://www.compraonline.bonpreuesclat.cat/products/65489/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BLAI Olives empeltre,"1,69 €",0.18kg,"(9,39 € per quilo)",SI,"Abans 1,90€",https://www.compraonline.bonpreuesclat.cat/products/02956/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BONPREU Olives negres sense pinyol,"0,79 €",0.15kg,"(5,27 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01097/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,SERPIS Olives cacereñas negres amb pinyol,"1,69 €",0.185kg,"(9,14 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/02195/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,SERPIS Olives cacereñas negres sense pinyol,"1,69 €",0.15kg,"(11,27 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25458/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BONPREU Olives negres amb pinyol,"0,81 €",0.2kg,"(4,05 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01093/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BONPREU Olives d'Aragó negres,"1,59 €",0.25kg,"(6,36 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/38692/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,LA SOTA Olives firenze mix,"1,99 €",0.125kg,"(15,92 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/14130/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives negres,BONPREU Olives negres d'Aragó amb pinyol eco,"2,05 €",0.22kg,"(9,32 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/65055/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives verdes adobades partides,"2,24 €",0.5kg,"(4,48 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81214/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives gaspatxa,"2,39 €",0.5kg,"(4,78 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81213/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives gaspatxes,"1,45 €",0.25kg,"(5,80 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/31310/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives adobades amb all,"1,45 €",0.25kg,"(5,80 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/49549/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives adobades,"1,45 €",0.25kg,"(5,80 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/49667/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives d'Àlora,"1,79 €",0.25kg,"(7,16 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/49672/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,BONPREU Olives Mojopicón amb pinyol,"1,99 €",0.35kg,"(5,69 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/15443/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,YAK Olives amanides,"1,95 €",0.4kg,"(4,88 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/31790/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Olives amanides,LA SOTA Olives firenze mix,"1,99 €",0.125kg,"(15,92 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/14130/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,RIOVERDE Olives amb cogombres,"1,95 €",0.18kg,"(10,83 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/65521/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,SERPIS Olives negres tallades,"1,00 €",0.15kg,"(6,67 € per quilo)",SI,"Abans 1,35€",https://www.compraonline.bonpreuesclat.cat/products/56670/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,SERPIS Olives verdes tallades,"1,00 €",0.15kg,"(6,67 € per quilo)",SI,"Abans 1,35€",https://www.compraonline.bonpreuesclat.cat/products/56664/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,SERPIS Olives Tapeo Latino,"1,84 €",0.15kg,"(12,27 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/19820/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives arbequines,"0,99 €",0.24kg,"(4,13 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/05778/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BLAI Olives arbequines,"1,55 €",0.16kg,"(9,69 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/02964/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives negres de Kalamata,"2,19 €",0.25kg,"(8,76 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/49670/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,MASROJANA Olives trencades,"1,65 €",0.22kg,"(7,50 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/19046/details,02/11/2020
Alimentació,Conserves i plats preparats,Olives i confitats,Olives,Altres olives,BONPREU Olives manzanilla amb pinyol,"1,99 €",0.35kg,"(5,69 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/14223/details,02/11/2020
