Categoria_1,Categoria_2,Categoria_3,Categoria_4,Categoria_5,Nom,Preu,Quantitat,Preu unitari,Oferta,Promocio,URL,Date
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,PULEVA Llet de cabra semidesnatada,"1,55 €",1L,"(1,55 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82709/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,EL CASTILLO Llet semidesnatada,"1,19 €",1.5L,"(0,79 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23909/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,ATO Llet semidesnatada,"1,29 €",1.5L,"(0,86 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/14344/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,ASTURIANA Beguda làctia amb fibra,"1,19 €",1L,"(1,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/83317/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,LETONA Llet fresca semidesnatada,"1,50 €",1L,"(1,50 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/20298/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,TERRA I TAST Llet fresca semidesnatada,"1,25 €",1L,"(1,25 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/75647/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,BONPREU Llet semidesnatada,"1,03 €",1.5L,"(0,69 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/85791/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,ASTURIANA Llet semidesnatada UHT,"0,50 €",0.5L,"(1,00 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/77659/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,EL CASTILLO Llet UHT semidesnatada,"0,69 €",1L,"(0,69 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/15509/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,ATO Llet semidesnatada sense lactosa,"0,99 €",1L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/11603/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,BONPREU Llet semidesnatada ecològica UHT,"0,99 €",1L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/28116/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,ASTURIANA Pack llet semidesnatada UHT,"3,00 €",6 x 0.5L,"(1,00 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/79888/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,BONPREU Pack llet semidesnatada 6x1L,"3,48 €",6L,"(0,58 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23882/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,ASTURIANA Pack llet semidesnatada 6x1L,"4,74 €",6L,"(0,79 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23498/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,ATO NATURA Pack llet semidesnatada 6x1L,"5,10 €",6L,"(0,85 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23497/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,LLET NOSTRA Pack Llet semidesnatada x6,"5,32 €",6L,"(0,89 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/07936/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,PASCUAL Pack llet semidesnatada 6x1L,"5,34 €",6L,"(0,89 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/77401/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,BONPREU Pack llet semidesnatada eco UHT 6x1lt,"5,94 €",6L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81522/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,"BONPREU Pack llet semidesnatada 6x1,5L","6,18 €",9L,"(0,69 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/77767/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,ASTURIANA Pack beguda làctia amb fibra 6x1L,"6,96 €",6L,"(1,16 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/37994/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet semidesnatada,0,0,"CASTILLO Pack llet semidesnatada 6x1,5L","7,14 €",9L,"(0,79 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/31362/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,KAIKU Quefir de vaca sense lactosa,"1,79 €",0.48kg,"(3,73 € per quilo)",SI,2a unitat 50% de descompte,https://www.compraonline.bonpreuesclat.cat/products/16046/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,BONPREU Llet semi sense lactosa,"0,75 €",1L,"(0,75 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/28812/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,KAIKU Llet semidesnatada sense lactosa,"0,99 €",1L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/09067/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,KAIKU Llet sencera sense lactosa,"0,99 €",1L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/68410/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PASCUAL Llet semidesnatada sense lactosa,"1,09 €",1L,"(1,09 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/20360/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,KAIKU Llet desnatada sense lactosa,"0,99 €",1L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82359/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PASCUAL Llet desnatada sense lactosa,"1,09 €",1L,"(1,09 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/60698/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PASCUAL Llet sencera sense lactosa,"1,09 €",1L,"(1,09 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/08031/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PULEVA Llet semidesnatada sense lactosa,"0,99 €",1L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/53850/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PULEVA Llet desnatada sense lactosa,"0,99 €",1L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/53851/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PULEVA Llet desnatada Omega 3 sense lactosa,"1,45 €",1L,"(1,45 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/14355/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PULEVA MAX Beguda làctia sense lactosa,"1,39 €",1L,"(1,39 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/14352/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,KAIKU Llet semi desnatada sense lactosa,"1,19 €",3 x 0.2L,"(1,98 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/22490/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,BONPREU Llet desnatada sense lactosa,"0,74 €",1L,"(0,74 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25718/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PULEVA Llet vitacalci sense lactosa,"1,19 €",1L,"(1,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/15324/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,KAIKU Cafè amb llet sense lactosa,"1,39 €",0.23L,"(6,04 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/19118/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,ASTURIANA Llet semidesnatada sense lactosa,"0,92 €",1L,"(0,92 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/11657/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PULEVA Llet sense lactosa,"0,99 €",1L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/54146/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PULEVA Llet sense lactosa semidesnatada eco,"1,49 €",1L,"(1,49 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/62678/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,TERRA I TAST Llet fresca semidesnatada sense lactosa,"1,79 €",1L,"(1,79 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/07207/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,BONPREU Pack llet semi sense lactosa 6x1L,"4,50 €",6L,"(0,75 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23884/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,ASTURIANA Pack de llet semi sense lactosa 6x1L,"5,52 €",6L,"(0,92 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/12483/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,KAIKU S/LACTOSA Pack llet sencera sense lactosa 6x1L,"5,94 €",6L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23564/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,KAIKU S/LACTOSA Pack llet desnatada sense lactosa 6x1L,"5,94 €",6L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23552/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,KAIKU S/LACTOSA Pack llet semi sense lactosa 6x1L,"5,94 €",6L,"(0,99 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23568/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PASCUAL Llet sencera sense lactosa 6x1L,"6,54 €",6L,"(1,09 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23926/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PASCUAL Pack llet semi sense lactosa 6x1L,"6,54 €",6L,"(1,09 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/30256/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PULEVA MAX Llet sense lactosa 6x1L,"8,34 €",6L,"(1,39 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23919/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet sense lactosa,0,0,PULEVA OMEGA3 Llet desnatada sense lactosa 6x1L,"8,70 €",6L,"(1,45 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/23857/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PASCUAL Llet semidesnatada amb calci,"1,29 €",1L,"(1,29 € per litre)",SI,6 unitats a 7.14 EUR,https://www.compraonline.bonpreuesclat.cat/products/32416/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PASCUAL Llet desnatada amb calci,"1,29 €",1L,"(1,29 € per litre)",SI,6 unitats a 7.14 EUR,https://www.compraonline.bonpreuesclat.cat/products/32417/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PASCUAL CALCI Pack llet desnatada amb calci 6x1L,"7,14 €",6L,"(1,19 € per litre)",SI,"Abans 8,34€",https://www.compraonline.bonpreuesclat.cat/products/77451/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PASCUAL CALCI Pack llet semidesnatada amb calci 6x1L,"7,14 €",6L,"(1,19 € per litre)",SI,"Abans 8,34€",https://www.compraonline.bonpreuesclat.cat/products/77412/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,BONPREU Llet semidesnatada amb calci,"0,71 €",1L,"(0,71 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/34134/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,BONPREU Llet desnatada amb calci,"0,72 €",1L,"(0,72 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/34387/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PULEVA VITA CALCIO Llet semidesnatada amb calci,"1,19 €",1L,"(1,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/85977/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PULEVA VITA CALCIO Llet sencera amb calci,"1,19 €",1L,"(1,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/85975/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PULEVA Llet vitacalci sense lactosa,"1,19 €",1L,"(1,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/15324/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PULEVA VITA CALCIO Llet desnatada amb calci,"1,19 €",1L,"(1,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/85978/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,BONPREU Pack llet desnatada amb calci 6x1L,"4,20 €",6L,"(0,70 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/77779/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,BONPREU Pack llet semidesnatada amb calci 6x1L,"4,20 €",6L,"(0,70 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/77771/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PULEVA VITA CALCIO Pack llet sencera amb calci 6x1L,"7,14 €",6L,"(1,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/77688/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PULEVA VITA CALCIO Pack llet semidesnatada amb calci 6x1L,"7,14 €",6L,"(1,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/77740/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet enriquida amb calci,0,0,PULEVA VITA CALCIO Pack llet desnatada amb calci 6x1L,"7,14 €",6L,"(1,19 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/77748/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,IDEAL Llet evaporada,"0,79 €",0.21kg,"(3,76 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/27321/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,LA LECHERA Llet condensada,"2,35 €",0.45kg,"(5,22 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/87254/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,IDEAL Llet evaporada parcialment desnatada,"1,91 €",0.525kg,"(3,64 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81690/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,LA LECHERA Llet condensada,"2,40 €",0.74kg,"(3,24 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00774/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,LA LECHERA Llet condensada desnatada,"2,35 €",0.45kg,"(5,22 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81492/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,IDEAL Llet evaporada,"0,95 €",10 x 0.008kg,"(11,88 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/68328/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,ALMENDRINA Crema ametlles,"6,89 €",0.9kg,"(7,66 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/29096/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,LA LECHERA Llet condensada en tub,"1,10 €",0.17kg,"(6,47 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00773/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,ALMENDRINA Crema ametlles,"2,99 €",0.3kg,"(9,97 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01960/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,LA LECHERA Llet condensada desnatada sense lactosa,"3,15 €",0.45kg,"(7,00 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/09585/details,02/11/2020
Làctics i ous,Llets i begudes vegetals,Llet condensada i evaporada,0,0,NESTLÉ IDEAL Llet sense lactosa evaporada,"2,45 €",0.525kg,"(4,67 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/34037/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,BONPREU Margarina vegetal,"0,80 €",0.5kg,"(1,60 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/37506/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,LIGERESA Margarina lleugera,"1,20 €",0.25kg,"(4,80 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/04491/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,FLORA Margarina,"2,49 €",0.5kg,"(4,98 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00908/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,TULIPAN Margarina 3/4,"1,59 €",0.5kg,"(3,18 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00905/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,ARTUA Margarina,"2,09 €",0.5kg,"(4,18 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00907/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,FLORA Margarina sabor mantega,"2,65 €",0.25kg,"(10,60 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/03855/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,FLORA Margarina Pro-Activ,"2,49 €",0.25kg,"(9,96 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/83024/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,FLORA Margarina essència 100% vegetal,"1,99 €",0.225kg,"(8,84 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/41893/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,TULIPAN Margarina amb sal,"1,65 €",0.5kg,"(3,30 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/29093/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,PULEVA Margarina amb Omega3,"1,95 €",0.25kg,"(7,80 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/36367/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,FLORA Margarina amb oli d'oliva,"1,49 €",0.25kg,"(5,96 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/04490/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,FLORA Margarina d'oliva,"2,69 €",0.225kg,"(11,96 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/25842/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,TULIPAN Margarina,"1,49 €",0.225kg,"(6,62 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/07824/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,FLORA Margarina 100% vegetal,"1,65 €",0.225kg,"(7,33 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/61609/details,02/11/2020
Làctics i ous,"Mantegues, margarines i nates",Margarina,0,0,NATURLI Margarina spread ecològica,"2,95 €",0.225kg,"(13,11 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/46685/details,02/11/2020
Nadal,Xocolata amb xurros,Nata,0,0,ATO Nata muntada,"1,95 €",0.25kg,"(7,80 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80242/details,02/11/2020
Nadal,Xocolata amb xurros,Nata,0,0,ATO Nata líquida UHT per muntar,"0,95 €",0.2L,"(4,75 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80241/details,02/11/2020
Nadal,Xocolata amb xurros,Nata,0,0,ASTURIANA Nata líquida per muntar,"1,95 €",0.5L,"(3,90 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/81736/details,02/11/2020
Nadal,Xocolata amb xurros,Nata,0,0,ATO Nata líquida UHT per muntar,"3,75 €",1L,"(3,75 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/80240/details,02/11/2020
Nadal,Xocolata amb xurros,Nata,0,0,GLAS Nata muntada,"3,15 €",0.25kg,"(12,60 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/28129/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,COLA CAO Batut de cacau,"1,79 €",3 x 0.188L,"(3,17 € per litre)",SI,2 unitats a 3.00 EUR,https://www.compraonline.bonpreuesclat.cat/products/15745/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Batut de cacau,"2,79 €",6 x 0.2L,"(2,32 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/70168/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Batut de cacau,"1,55 €",3 x 0.2L,"(2,58 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/01857/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Batut de cacau UHT 0% sucres,"1,85 €",1L,"(1,85 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/82716/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Batut de cacau,"3,98 €",6 x 0.2L,"(3,32 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/21816/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,PULEVA Batut de cacau,"1,99 €",6 x 0.2L,"(1,66 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/06865/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,BONPREU Batut de cacau,"1,01 €",1L,"(1,01 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/84803/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Batut de cacau,"1,89 €",1L,"(1,89 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/00790/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,COLA CAO Batut de cacau,"1,00 €",0.2L,"(5,00 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/72030/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,NESQUIK Batut Shake,"1,39 €",0.18L,"(7,72 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/36283/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,COLA CAO Batut de cacau,"4,60 €",9 x 0.188L,"(2,72 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/02667/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Batut de cacau UHT amb encenalls cacau,"1,00 €",0.2L,"(5,00 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/44019/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Batut de cacau UHT amb cafè mocca,"1,00 €",0.2L,"(5,00 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/44018/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,DANET Crema per beure de xocolata,"1,49 €",0.211kg,"(7,06 € per quilo)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/43937/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,PULEVA Batut xocolata sense lactosa,"2,39 €",6 x 0.033L,"(12,07 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/54507/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Batut de cacau 95% llet,"2,69 €",6 x 0.2L,"(2,24 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/06166/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Batut de cacau UHT 0%,"2,79 €",4 x 0.2L,"(3,49 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/60510/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Pack batut de cacau 0%,"10,98 €",6L,"(1,83 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/57871/details,02/11/2020
Làctics i ous,Batuts i orxates,Batut de cacau,0,0,CACAOLAT Pack batut de cacau 6x1L,"11,34 €",6L,"(1,89 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/38132/details,02/11/2020
Làctics i ous,Batuts i orxates,Altres batuts,0,0,PULEVA Llet cafè amb llet,"1,49 €",1L,"(1,49 € per litre)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/14692/details,02/11/2020
Làctics i ous,Batuts i orxates,Altres batuts,0,0,PULEVA Batut de vainilla,"2,04 €",6 x 1 per paquet,"(0,34 € per article)",NO,NULL,https://www.compraonline.bonpreuesclat.cat/products/53813/details,02/11/2020
